SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0.3920903288424788,0,1,1,1,1,0,0.3037202411114352,1,0,0,0,1,0,0,1,0,0,1
0,1,1,1.4508197855632678,0,1,1,0,1,0,1.0083221691818711,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0.5142514200025698,0,0,0,0,0,0,-1.0157465770204666,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-0.8815076732022815,1,1,0,0,0,1,0.43655547294783736,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.9109613101984924,1,0,0,0,0,1,-1.341458789053027,0,0,1,1,0,0,0,0,0,1,0
0,1,1,0.5549717837226001,0,0,0,0,0,1,-1.5126238800701377,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.2659288402591073,1,0,0,0,0,1,0.5489579759419345,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2222546644807024,0,0,0,0,0,1,0.013128550335248013,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-1.1575973276966403,1,1,0,0,0,1,1.1146832930895916,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3122966017683786,1,0,1,1,0,1,1.1137727674126712,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2385567723336206,0,0,0,0,0,1,0.2043203697394588,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.9516816739185228,0,0,1,0,1,1,1.221032185203135,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.1070477828022663,0,0,0,1,1,1,-1.0406735320229583,1,0,0,1,0,0,0,0,0,1,0
0,1,0,1.5322605130033284,1,0,1,1,1,1,1.4869197052297147,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,1,0,0,1,-0.4806479429669752,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0.6364125111626608,0,1,0,1,0,0,-0.6567984249845842,1,0,0,0,1,0,0,1,0,0,0
1,1,0,-0.6666391278783103,1,0,0,1,0,1,1.1296333501939984,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.8702409464784621,0,0,0,0,0,0,-1.4677553610656522,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.2367242199587352,0,1,1,0,0,1,-0.3838832797894525,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.62591876415828,0,0,0,0,0,1,-1.4710789550659844,0,0,1,0,1,0,0,0,0,1,0
0,0,0,1.1657772395230557,0,1,1,1,1,0,-0.7000051469889033,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.6666391278783103,0,0,1,1,0,1,0.9451738831755588,0,1,0,1,0,0,0,1,0,0,1
0,0,1,-0.7073594915983407,1,0,1,0,0,1,0.8720548151682491,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0.5024228606692613,1,0,0,1,1,1,1.0932515063223105,0,1,0,0,1,0,0,0,1,0,1
1,1,0,-1.0331224013585834,1,0,0,0,0,1,0.3535741511164189,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.3920903288424788,1,1,1,0,0,1,0.9867188081797118,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-1.0175387096647621,0,1,1,0,0,1,-0.4826040715271446,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.491020519067978,0,0,1,1,0,0,0,0,0,1,0
1,1,0,1.5729808767233588,1,1,1,1,1,1,0.9052907551715716,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-0.8497949773916831,0,0,0,0,0,1,0.4103245754136727,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-0.0151133083578247,1,0,0,0,0,1,0.6726391751483144,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1.247217966963116,1,1,1,1,1,0,0.6061672951416694,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.2367242199587352,0,0,1,0,0,1,-0.17162302214272765,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0.6771328748826912,1,0,0,0,0,1,0.3269853991137605,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-1.2049762426476356,0,0,0,0,1,1,-0.8313682746059171,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.0296867504659173,0,0,0,0,0,1,-0.505451731610179,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-0.9724745312550864,0,0,0,0,0,1,0.2931527317432152,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.5142514200025698,0,1,0,1,0,0,-0.3809401229570078,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.0042637060813884,0,1,1,0,0,1,-0.7622879142681613,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-0.8702409464784621,1,1,0,0,1,1,1.044881703185526,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1.5729808767233588,1,1,1,0,1,1,0.0694068640880114,1,0,0,0,1,0,0,1,0,0,0
1,0,0,-0.30917396024190413,1,0,0,1,0,1,0.7282029931642587,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.2594354906780068,0,0,1,0,0,1,0.6975661301508063,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.462769970065154,0,0,1,1,0,0,0,1,0,0,0
0,0,0,-0.8919169602514752,0,1,1,0,0,1,-0.09556592411815196,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.62591876415828,0,1,1,0,0,1,-0.3078210549496983,1,0,0,1,0,0,0,1,0,0,0
1,1,0,1.6137012404433893,1,1,1,1,1,1,0.94018849217506,0,1,0,0,0,1,1,0,0,0,0
0,1,0,1.5729808767233588,0,0,0,0,0,0,-1.517609271070636,0,0,1,0,0,1,0,1,0,0,0
0,1,0,-1.213439106046448,1,0,1,0,0,1,0.35288911540146184,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-0.9924020376385532,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,1,0,0,0,1,0,0
1,0,0,-0.7073594915983407,0,0,0,0,0,1,0.4865179111297087,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.8702409464784621,1,0,0,1,0,1,0.4399875951250571,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0.1477681465222966,1,1,1,1,1,1,0.935203101174562,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,1,0,1,0.34599339536231466,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.1960038562387048,1,0,0,0,1,1,0.0162293600826957,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0.8400143297628127,0,0,0,0,0,1,-1.4926823160681442,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.8138919201624348,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.0663274190822359,0,1,0,1,0,0,-0.2596289419448806,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-0.3408762181180675,1,0,0,1,0,1,0.8039211381614382,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.2702507815678388,1,0,0,0,0,1,-0.37044528683328304,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-1.2568540940120825,0,0,0,0,0,1,0.34934266731357955,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.2064976032430856,1,1,1,0,0,1,0.9152615371725684,0,1,0,0,1,0,1,0,0,0,0
1,0,0,1.002895784642934,1,0,1,0,1,1,1.3340343812144315,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.8295205827584317,1,0,0,0,0,1,0.6543594081464871,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.5504970662908512,0,0,0,0,0,1,-0.06580828281736317,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.206229193475932,0,0,0,0,0,0,0.2695462787837909,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8431678470504844,0,0,0,0,0,1,0.47636819028052135,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.46378818096979435,0,0,0,0,0,1,0.12942538705754006,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.0151133083578247,0,0,0,1,0,0,-0.4706771609659783,1,0,0,1,0,0,0,1,0,0,0
0,1,0,1.5729808767233588,1,1,1,1,1,0,0.6975661301508063,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.5729808767233588,1,0,0,0,0,0,-1.3580767590546885,0,0,1,0,0,1,0,1,0,0,0
0,1,1,-1.0331224013585834,0,0,0,0,0,0,-0.6651074099854147,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-0.8742406432803683,0,1,1,0,0,1,-0.09951661428845426,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.9924020376385532,1,0,0,0,0,1,0.3652067301175816,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.0256070553622056,0,0,1,1,1,1,-0.4906187249679718,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1.6137012404433893,0,1,1,1,1,1,-0.035286346922454,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0.7178532386027215,1,0,0,0,0,1,1.0282637331838649,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2475191855198675,0,1,1,0,0,1,-0.13798379928295615,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2672707145237034,0,0,0,0,0,1,-0.3339885177613639,1,0,0,1,0,0,0,1,0,0,1
1,1,1,1.5729808767233588,0,1,1,1,0,1,0.7291402731539627,0,1,0,0,1,0,1,0,0,0,0
0,1,1,-0.1372743995179157,0,1,0,0,0,1,-0.1516121369340826,1,0,0,1,0,0,0,0,0,1,0
0,1,0,1.5322605130033284,1,1,0,1,1,0,0.4167224371227313,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0.9214550572028734,1,0,0,1,0,1,1.17616366619865,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0.3513699651224484,1,1,1,1,1,1,1.3872118852197473,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.1960038562387048,0,0,1,1,1,1,1.435403998224565,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.7992939660427822,1,0,0,0,0,0,-1.2965902700485417,0,0,1,0,0,1,0,0,0,1,0
0,1,1,-0.9924020376385532,0,0,0,1,0,1,0.9966895901807084,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2584936886497087,0,0,0,1,0,0,-0.013514652352501155,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.204248688533342,0,0,1,0,0,0,0.42988435610575904,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0861427646761883,0,0,1,0,0,1,-0.5548103475618513,1,0,0,1,0,0,0,1,0,0,1
0,1,1,-1.0738427650786138,0,0,0,0,0,0,-1.4976677070686424,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.2579610289373824,0,0,0,0,0,1,0.18783182316711378,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0.2292088739623573,1,0,1,1,0,1,0.9933659961803764,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.273537756281367,0,0,0,0,0,0,0.19436051415246197,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-0.7650284235885607,0,1,0,0,0,1,0.8449866455983072,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.7178532386027215,0,0,0,0,0,1,-1.5093002860698053,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0.0663274190822359,0,0,0,0,0,1,-1.4843733310673135,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0.9109361020547875,1,0,1,1,0,1,1.2548640619691112,0,1,0,0,1,0,0,0,1,0,1
0,1,1,0.7992939660427822,0,0,0,0,0,1,-1.4744025490663168,0,0,1,0,1,0,0,0,1,0,0
0,0,0,-1.2610860288906605,0,0,0,0,0,1,-0.014688676526817213,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2367242199587352,0,1,1,0,1,1,0.5056939988044462,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.1657772395230557,0,1,1,1,1,1,0.1092899920919985,1,0,0,0,0,1,1,0,0,0,0
0,1,0,-0.4630373092781585,1,0,0,1,1,1,1.3739175092184182,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.4760643460664828,0,0,1,1,0,0,0,1,0,0,0
0,0,0,-0.43012885969315284,0,0,0,0,0,1,0.19279340865807934,0,1,0,0,1,0,1,0,0,0,1
0,1,0,-0.5851984004382496,0,0,0,0,1,1,-0.4806479429669752,1,0,0,1,0,0,0,0,0,1,0
0,1,1,1.002895784642934,0,0,0,0,0,0,-1.504314895069307,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-0.8702409464784621,0,0,0,0,0,0,-1.502653098069141,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0.4768958008971609,1,1,1,0,0,1,0.8848177452963932,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4100994218432374,0,1,1,0,0,0,-0.950936494013988,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.4860351280674795,0,0,1,1,0,0,0,0,0,1,0
0,1,0,-1.1552834925186746,0,0,0,1,1,1,0.5264010391336954,0,1,0,1,0,0,0,0,0,1,1
1,0,0,-1.2367242199587352,0,0,1,1,1,1,1.0083221691818711,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.254076988710252,0,0,0,0,0,1,0.19099173866723157,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2879383306831464,0,1,0,0,1,0,0.0345091270845229,1,0,0,0,1,0,0,0,0,1,0
0,1,0,-0.1372743995179157,1,0,1,1,0,1,0.6992279271509723,0,1,0,1,0,0,0,0,1,0,0
1,1,0,-0.4223169455581282,1,0,0,0,0,0,-1.30157566104904,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-0.7073594915983407,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-0.6666391278783103,1,0,0,1,0,1,0.0145675630825296,1,0,0,1,0,0,0,1,0,0,1
1,1,0,1.2064976032430856,1,0,1,1,0,1,1.2958130502106109,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1.0843365120829946,0,0,0,1,0,0,1.0315873271841969,0,1,0,0,0,1,0,0,1,0,0
0,1,1,-0.3815965818380978,0,1,1,0,1,0,0.6526976111463211,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.5851984004382496,1,0,0,1,0,1,0.8620840331672525,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.7073594915983407,1,1,0,0,0,1,-0.3011738669490337,1,0,0,1,0,0,0,0,0,1,1
0,1,0,1.6137012404433893,0,1,1,1,0,1,-0.5172074769706297,1,0,0,0,0,1,0,0,1,0,0
0,0,0,-0.781038680940384,0,1,1,0,0,1,-0.6829336728193501,1,0,0,1,0,0,0,0,0,1,1
0,1,0,1.6137012404433893,1,1,0,1,1,1,1.5666859612376889,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-0.5037576729981889,0,0,0,0,0,0,0.466576347127715,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-1.2367242199587352,0,1,0,0,0,1,0.20620112524148504,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5851984004382496,0,0,1,1,0,0,0.4333404071243925,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.9160734329596627,1,1,0,0,0,0,1.0996722515149502,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.2367242199587352,1,0,0,1,1,1,1.3174164112127704,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2598561248324656,1,0,0,0,0,1,0.2339555094502377,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.1552834925186746,1,0,0,0,0,0,-0.4324558299621575,1,0,0,1,0,0,0,1,0,0,1
1,0,0,-1.2676967252697886,1,0,0,0,0,1,0.20866183504665015,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.0738427650786138,0,0,0,0,1,1,-0.5305018529719588,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.8371644796736519,0,1,1,0,0,1,-0.4124519611821458,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0.758573602322752,0,0,1,0,0,1,-0.5022513039691348,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.2879383306831464,0,0,1,1,1,1,1.2526063282062914,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-1.1552834925186746,1,0,0,0,0,0,-0.532163649972125,1,0,0,1,0,0,0,0,0,1,0
1,1,0,-0.4393120655697841,1,0,0,0,0,1,0.6855007769666834,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1647137980942222,0,0,0,0,0,1,0.1465023653266268,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,0,1,0,1,1,1,1.3340343812144315,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.1940416391004707,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0.5549717837226001,0,0,0,1,1,0,0.8703930181680831,0,1,0,0,1,0,1,0,0,0,0
0,1,0,1.5729808767233588,1,1,1,0,1,0,0.0129057660823636,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2077604160764082,0,0,0,0,0,0,-0.21161095155826629,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0.7178532386027215,0,0,0,0,0,1,-0.6634456129852487,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,0,0,1,1,1,0.7839795741594444,0,1,0,1,0,0,0,0,0,1,1
1,0,0,-1.1654395498363228,1,0,0,1,0,1,0.7355534619589451,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.212634957940353,0,1,1,0,0,1,-0.38127549244966735,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.8702409464784621,0,0,0,0,0,0,-1.4577845790646555,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-0.748079855318371,0,1,0,0,0,0,-0.4872951309676395,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.23199313894305,0,0,0,0,0,1,0.1912036128155922,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1013408925676111,1,0,0,0,0,1,0.23956356737939333,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.6104284696320408,1,0,0,0,0,0,0.6333998392155605,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2375853576758067,0,0,0,0,0,1,0.17933686990882325,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1.247217966963116,0,0,0,0,0,0,-1.504314895069307,0,0,1,0,0,1,0,1,0,0,0
1,1,0,1.6137012404433893,1,1,1,0,0,1,1.39884446422091,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.1870314303499692,0,1,1,0,0,1,-0.22501247112371353,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.2698977731966128,0,1,1,0,0,1,0.3313800110379814,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1.5322605130033284,0,1,0,0,1,0,0.3519123541162524,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2227585354904933,0,1,1,0,0,1,-0.5501703610955441,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.1779947632379461,0,0,1,1,1,1,-0.1582593249347472,1,0,0,0,1,0,0,1,0,0,0
0,0,0,1.6137012404433893,1,1,1,1,0,1,1.2143849972024705,0,1,0,0,0,1,1,0,0,0,0
1,1,0,-0.2187151269579764,1,0,1,1,0,1,1.0232783421833662,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.1061603410502068,0,0,1,0,0,1,0.16484219081500573,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.141315377989137,0,1,1,0,0,1,-0.38431868616027837,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0.5549717837226001,1,1,1,1,0,1,1.503537675231376,0,1,0,0,1,0,0,0,1,0,1
0,1,1,1.4915401492832985,0,0,0,0,0,0,-1.4960059100684764,0,0,1,0,0,1,1,0,0,0,0
0,0,0,1.3286586944031769,1,1,1,1,0,1,1.5384354122348645,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-0.7073594915983407,1,0,1,0,1,1,-0.2047896409393986,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.2472179743534046,0,1,1,0,0,1,-0.6114735176422378,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.0457101847430286,0,0,0,0,0,1,0.24970495603225773,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.247217966963116,1,0,0,1,1,0,0.4998122871310375,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.234151274940174,0,1,1,0,0,1,-0.4013010258215693,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1960038562387048,0,0,1,0,0,0,-1.181926277037079,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.9516816739185228,1,0,0,0,0,1,0.3469269631157543,0,1,0,1,0,0,0,1,0,0,0
0,0,1,-1.0738427650786138,0,0,0,0,0,0,-1.4976677070686424,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.7888002190384014,0,0,0,0,0,0,-1.481049737066981,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-0.9871727999511415,0,0,0,0,0,0,-0.621629683977255,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1.5729808767233588,1,1,0,1,1,0,0.6875953481498096,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,1,0,1,0.6676537841478158,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,1,0.4915033021302069,0,1,0,1,0,0,0,0,1,0,1
1,1,1,1.2879383306831464,1,1,0,1,1,1,1.5567151792366918,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.4328106925625091,0,1,1,1,1,1,0.8604222361670865,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-0.836883109187926,0,1,1,0,0,1,0.16950087136913783,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.9317166432970565,0,0,0,0,0,1,-0.05133772897216954,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,1,0,1,1,0,0,1.435403998224565,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0.9214550572028734,0,1,0,0,0,1,0.9966895901807084,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-0.9171514715110911,0,0,0,1,1,1,0.5646084726619324,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-1.0331224013585834,0,1,0,0,0,0,-1.1619847130350858,1,0,0,1,0,0,0,0,0,1,0
1,0,0,1.369379058123207,1,1,0,0,0,1,1.2509445312061254,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0.1477681465222966,1,0,1,0,0,1,0.9036289581714056,0,1,0,1,0,0,0,1,0,0,0
0,1,1,1.0436161483629645,0,0,0,0,0,1,-0.6867107709875744,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0.758573602322752,1,1,0,0,1,0,-0.1615829189350795,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0.1477681465222966,0,0,1,0,0,1,0.9950277931805424,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.38373981554829617,0,0,0,0,0,1,0.6472210518727279,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9109613101984924,1,0,0,0,0,0,0.3419415721152558,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.6666391278783103,0,0,0,0,0,0,-1.479387940066815,0,0,1,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4827115340671475,0,0,1,1,0,0,0,0,0,1,1
0,1,0,-1.198775462208099,1,0,0,0,0,1,0.33519845010992666,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-0.15633391677886932,1,0,1,1,1,1,0.6426076175735912,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1051230039302815,0,0,0,0,0,1,0.2940367936821986,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.5142514200025698,0,0,0,0,0,0,-1.5142856770703037,0,0,1,0,0,1,0,0,1,0,0
0,0,0,-0.3815965818380978,0,0,0,0,0,1,-1.477726143066649,0,0,1,1,0,0,1,0,0,0,0
0,1,1,0.5956921474426305,1,0,1,0,0,0,0.7457582431556239,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1.4100994218432374,0,0,0,0,0,1,-1.4860351280674795,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0.3513699651224484,0,0,0,0,1,1,0.3153528201125979,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-0.0151133083578247,1,0,1,1,0,0,-0.076831271926607,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-0.5444780367182193,0,0,0,1,1,0,0.8371570781647607,0,1,0,1,0,0,0,0,0,1,0
0,1,1,-0.3815965818380978,0,0,0,1,0,1,0.3502505571160864,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-0.5851984004382496,0,0,0,1,1,1,-0.9825106370171444,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1.2489283387136478,1,1,1,1,1,1,1.502245009382589,0,1,0,0,0,1,0,0,1,0,1
0,1,1,-0.8295205827584317,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.0712190821798904,0,0,0,0,0,1,0.19883355058613866,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0.7178532386027215,0,1,0,1,1,1,0.2006888271011353,1,0,0,0,1,0,0,1,0,0,0
0,1,0,-0.9516816739185228,0,0,1,1,0,1,0.50313588113137,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2330364847585407,0,0,0,0,0,1,0.20812572420222283,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.247217966963116,0,1,1,0,1,0,0.2006888271011353,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.5851984004382496,0,1,0,0,0,1,0.3535741511164189,0,1,0,1,0,0,0,0,1,0,0
0,0,1,-1.2774445836787656,0,0,0,0,0,0,-1.502653098069141,0,0,1,1,0,0,0,0,0,1,0
0,0,1,-1.2717097772852064,0,0,0,0,0,1,0.4515064593750038,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2032688215234235,0,1,1,0,0,1,-0.0773097397731965,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.3920903288424788,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,1,0,0,0,0,1,0
0,1,0,-0.9792723267820092,1,0,0,0,0,1,0.471301428990619,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3408762181180675,0,1,0,0,1,0,-0.3261008219515255,1,0,0,1,0,0,0,0,1,0,0
1,0,0,-1.2139339646953689,0,0,0,0,0,1,0.3684980640493074,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.748079855318371,0,0,0,0,0,1,-1.504314895069307,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0.1477681465222966,0,0,0,0,0,1,-1.5126238800701377,0,0,1,0,1,0,1,0,0,0,0
0,1,1,1.369379058123207,1,0,1,1,0,1,1.2526063282062914,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-0.1372743995179157,1,0,0,0,0,1,0.6693155811479823,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1.2064976032430856,1,0,0,0,0,1,0.9717626351782166,0,1,0,0,1,0,1,0,0,0,0
0,1,1,-0.7641843624683002,0,0,1,1,0,1,0.7139100405418588,0,1,0,1,0,0,0,1,0,0,1
